City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
245,Alyangula,AU,2021-05-01 03:36:41,-13.8483,136.4192,87.8,70,75,9.22
246,Poum,NC,2021-05-01 03:36:41,-20.2333,164.0167,77.31,68,99,9.04
247,Yarada,IN,2021-05-01 03:36:42,17.65,83.2667,86.0,74,75,3.44
248,Port Hedland,AU,2021-05-01 03:36:43,-20.3167,118.5667,96.8,15,0,10.36
249,Laguna,US,2021-05-01 03:36:43,38.421,-121.4238,64.99,48,1,10.36
250,Butte,US,2021-05-01 03:36:43,39.6499,-121.5677,80.6,28,1,6.91
251,Moyale,KE,2021-05-01 03:36:44,3.5167,39.0584,68.7,81,76,8.68
252,Zeya,RU,2021-05-01 03:36:44,53.75,127.2667,49.5,37,100,2.1
253,Tolaga Bay,NZ,2021-05-01 03:36:45,-38.3667,178.3,56.98,59,21,18.45
254,Pisco,PE,2021-05-01 03:36:45,-13.7,-76.2167,66.2,82,6,3.38
255,Norrkoping,SE,2021-05-01 03:36:45,58.5942,16.1826,28.4,80,12,2.3
256,Coquimbo,CL,2021-05-01 03:36:46,-29.9533,-71.3436,55.4,88,0,4.61
257,Lisala,CD,2021-05-01 03:36:46,2.15,21.5167,68.09,97,100,2.17
258,Opuwo,NA,2021-05-01 03:36:47,-18.0607,13.84,64.62,51,30,5.08
259,Palmerston,AU,2021-05-01 03:36:47,-12.486,130.9833,89.01,35,0,13.8
260,Kagadi,UG,2021-05-01 03:36:48,0.9606,30.7967,59.85,98,100,2.89
261,Karratha,AU,2021-05-01 03:36:48,-20.7377,116.8463,91.85,26,0,12.8
262,Vanimo,PG,2021-05-01 03:36:49,-2.6741,141.3028,83.03,81,98,3.71
263,Honiara,SB,2021-05-01 03:36:49,-9.4333,159.95,83.88,71,92,2.95
264,George Town,MY,2021-05-01 03:36:50,5.4112,100.3354,87.8,79,20,2.3
265,Kavieng,PG,2021-05-01 03:36:50,-2.5744,150.7967,84.43,68,28,6.82
266,San Quintin,MX,2021-05-01 03:36:50,30.4833,-115.95,64.78,71,1,8.66
267,Armizonskoye,RU,2021-05-01 03:36:51,55.9461,67.6736,44.64,31,0,14.83
268,Takoradi,GH,2021-05-01 03:36:51,4.8845,-1.7554,79.66,83,100,5.23
269,Itoman,JP,2021-05-01 03:36:52,26.1247,127.6694,80.6,83,75,11.5
270,Dawei,MM,2021-05-01 03:36:52,14.0833,98.2,87.8,62,66,4.43
271,Verkhoyansk,RU,2021-05-01 03:36:53,67.5447,133.385,33.91,90,89,1.52
272,Zaranj,AF,2021-05-01 03:36:53,30.9667,61.8833,75.2,46,75,21.85
273,Musoma,TZ,2021-05-01 03:36:53,-1.5,33.8,68.0,94,20,7.11
274,Fare,PF,2021-05-01 03:36:54,-16.7,-151.0167,81.5,69,89,10.76
275,Pozoblanco,ES,2021-05-01 03:36:54,38.3791,-4.8483,50.0,87,0,4.61
276,Maarianhamina,AX,2021-05-01 03:36:55,60.0973,19.9348,37.4,70,0,4.61
277,Esperance,AU,2021-05-01 03:36:55,-33.8667,121.9,62.6,67,75,9.22
278,Manokwari,ID,2021-05-01 03:36:56,-0.8667,134.0833,83.28,72,96,4.94
279,Kysyl-Syr,RU,2021-05-01 03:36:56,63.8986,122.7617,36.52,96,100,7.0
280,Cajabamba,PE,2021-05-01 03:36:57,-7.6167,-78.05,54.14,90,93,1.3
281,Tilichiki,RU,2021-05-01 03:36:57,60.4667,166.1,27.93,74,1,12.97
282,Riyadh,SA,2021-05-01 03:34:07,24.6877,46.7219,73.4,18,0,3.44
283,Basco,PH,2021-05-01 03:36:58,20.4487,121.9702,80.02,73,1,5.55
284,Sabzevar,IR,2021-05-01 03:36:58,36.2126,57.6819,64.4,68,0,20.71
285,Garowe,SO,2021-05-01 03:36:58,8.4054,48.4845,76.57,75,100,5.08
286,Bilma,NE,2021-05-01 03:36:59,18.6853,12.9164,79.43,7,0,8.88
287,Camana,PE,2021-05-01 03:37:00,-16.6228,-72.7111,66.45,83,79,8.14
288,Padang,ID,2021-05-01 03:37:00,-0.9492,100.3543,86.0,74,20,4.61
289,Kruisfontein,ZA,2021-05-01 03:37:00,-34.0033,24.7314,51.12,69,0,6.02
290,Namalenga,TZ,2021-05-01 03:37:01,-10.95,39.1,69.35,98,38,0.43
291,Luena,AO,2021-05-01 03:37:01,-11.7833,19.9167,59.32,95,66,2.77
